path,text
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMonoItalic_71509.png,peephole
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNS_30873.png,Oxyphyllous scrupulum heresiologer boilermaking serradella.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Monaco_39190.png,Unerring unexpansive appetition pentecostys nawabship mudwort excisor.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Symbols_22791.png,)'C5>w
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYorkItalic_12929.png,Cassinese
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactItalic_21039.png,"jR%S[@""2q"
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSRounded_53719.png,Preparatory knightship hexosan josiah battleward latiner harborous?
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactRounded_56205.png,_~*2
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSItalic_78960.png,Pistilogy rarefier djerib hippolytus exognathite
/Users/ganeshmarpuri/development/synthetic_image generation/output/Webdings_38511.png,#VB-9|
/Users/ganeshmarpuri/development/synthetic_image generation/output/Zapfino_11090.png,stack
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Italic_52524.png,Slaveholder unmastered osotriazole aramaicize entrepreneur pericladium?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia_80985.png,Metaperiodic chromatrope postmark faucet inadvisedly interweld.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold_64398.png,tqtBi{(tw ^
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bodoni 72 Smallcaps Book_62276.png,wese
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold Italic_41637.png,$V]bXW&W
/Users/ganeshmarpuri/development/synthetic_image generation/output/Silom_21838.png,Coping protevangel centrosema lobefoot gurish archicytula?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Italic_18884.png,Cathartical yeguita tubage expressly dolomize unsluiced deceptiously!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Italic_46850.png,Pycnonotine recruithood telically indetectable ballyhoo?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bradley Hand Bold_61330.png,"\xn^7E3HO""MWz4"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Italic_74306.png,SY;r[U
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleGothic_22014.png,VI[H
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText-Italic_57999.png,flameproof
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Condensed Bold_79941.png,UT=B9E
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold_82491.png,toploftiness
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS_22474.png,stippler
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trattatello_95289.png,:!n]9'j9/U
/Users/ganeshmarpuri/development/synthetic_image generation/output/BigCaslon_71011.png,Homager unspectacled meteorlike
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold_90753.png,$F[;N.$m>
/Users/ganeshmarpuri/development/synthetic_image generation/output/Lao Sangam MN_28806.png,Lithonephria uncalcined antenor sabina crosnes
/Users/ganeshmarpuri/development/synthetic_image generation/output/Luminari_33433.png,autography
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman_18140.png,precision
/Users/ganeshmarpuri/development/synthetic_image generation/output/Brush Script_72812.png,/ k'5|bScS!JU
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Italic_98786.png,isobutane
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Italic_67214.png,qvQCSq] tLS
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_34007.png,Fissuriform hypoischium melanorrhea pursed grindingly macrobian.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Chalkduster_74012.png,Capsula tingler nonfactious tubage.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Chancery_42963.png,megazoospore
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleMyungjo_49157.png,_Y|mROQD
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold Italic_45732.png,GNI$9
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow_16156.png,)dk1L[on7uI:#j
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New_90292.png,battlewagon
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 3_85831.png,Subzone stepdaughter ajivika photinianism!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 2_98980.png,;;Scg+oiE|
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText_21826.png,al/mYXNRFu2Wp=
/Users/ganeshmarpuri/development/synthetic_image generation/output/Skia_94646.png,Slopely pushmobile indigence counterwind?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold Italic_15704.png,embryologic
/Users/ganeshmarpuri/development/synthetic_image generation/output/Impact_42026.png,Unattempered overgarrison regraduate instillatory!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma Bold_74064.png,Whalm reimpart debord testosterone thrallborn campane hidated!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial_98161.png,hostess
/Users/ganeshmarpuri/development/synthetic_image generation/output/Ayuthaya_51556.png,Pulpstone flooding chronodeik.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Khmer Sangam MN_87201.png,Theogonal deformism sporangiform liar practicant erma thiostannous.
/Users/ganeshmarpuri/development/synthetic_image generation/output/KefaIII_92088.png,Acutiplantar androcratic homeoplasy activeness huntilite grumium decease.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold_39733.png,bosset
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Black_16232.png,QR>H
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold Italic_84005.png,xOWIO4xuh`hKgk
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS_73846.png,monosilane
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Alternate Bold_76649.png,Twilt wramp vitalic antiemetic magazine?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings_64976.png,"fUb^Vo~-,"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Sathu_81243.png,Syphilosis homogony outscold tuberculoma phylon unexerted?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold Italic_28696.png,Invitatory impaction semihand.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma_34746.png,",}(G>"
/Users/ganeshmarpuri/development/synthetic_image generation/output/PlantagenetCherokee_36809.png,cineolic
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold_46741.png,"9,Vfu"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold Italic_64044.png,-$M(x[G:y?`vE 
/Users/ganeshmarpuri/development/synthetic_image generation/output/Microsoft Sans Serif_51298.png,whitish
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold Italic_97046.png,suctional
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Rounded Bold_93320.png,|76=~/JGh%F}
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold_24816.png,waiterlike
/Users/ganeshmarpuri/development/synthetic_image generation/output/Krungthep_44691.png,octine
/Users/ganeshmarpuri/development/synthetic_image generation/output/Andale Mono_24399.png,hoernesite
/Users/ganeshmarpuri/development/synthetic_image generation/output/Herculanum_18355.png,8PEqv
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS Bold_73695.png,"""~9z|NoG1"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Italic_52204.png,Scripless sixteenmo othonna leucojaceae matagalpan caoutchouc synclitic?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana_63326.png,hypogee
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold_95759.png,unsettled
/Users/ganeshmarpuri/development/synthetic_image generation/output/LastResort_40107.png,papalizer
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralItalic_64684.png,hubbuboo
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneral_95682.png,D|04ku
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoMath_92023.png,)#2!=R?'UR
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralBolIta_27840.png,]{T43yavayn
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralBol_40867.png,unguidable
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_88928.png,alo
/Users/ganeshmarpuri/development/synthetic_image generation/output/Geneva_60463.png,vxD0adGk=
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMono_90434.png,p[s^B=?
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompact_58325.png,pJ83t[d4fT 
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYork_55804.png,octuor
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMonoItalic_14948.png,Pneumatize tomentous barbary fumariaceae buteo spinocarpous!
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNS_23759.png,gladiolus
/Users/ganeshmarpuri/development/synthetic_image generation/output/Monaco_86077.png,uncrediting
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Symbols_67335.png,undergabble
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYorkItalic_65240.png,Educabilia reinforcer cookshop
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactItalic_91518.png,Vermeil grihyasutra machairodont!
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSRounded_76502.png,/{2Z
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactRounded_11724.png,"I;(R""a'"
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSItalic_43015.png,Coprophilia unbroken mammonize acephalus.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Webdings_15260.png,jtk<7f~+rV
/Users/ganeshmarpuri/development/synthetic_image generation/output/Zapfino_66893.png,"=;9]1|{""UJ"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Italic_58949.png,dipteran
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia_92706.png,hirondelle
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold_81045.png,i$cr
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bodoni 72 Smallcaps Book_40093.png,wen
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold Italic_22230.png,jx;qc_bWk
/Users/ganeshmarpuri/development/synthetic_image generation/output/Silom_44840.png,",l~""-#9E/~rW"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Italic_93498.png,Clypeus vasudeva preternormal hawkie damassin equity overhover.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Italic_51203.png,ossements
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bradley Hand Bold_49004.png,saprogenic
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Italic_54701.png,flandowser
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleGothic_54732.png,Azophenine cocksurety triluminar dunciad waky.
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText-Italic_57393.png,9U>>-}<f.Q^.-9l
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Condensed Bold_30149.png,Taeniata
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold_91051.png,Omnimodous hoarfrost misdevise dendrobium dey quadricycle?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS_89229.png,pronic
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trattatello_99947.png,?6A7).Xi
/Users/ganeshmarpuri/development/synthetic_image generation/output/BigCaslon_23454.png,untissued
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold_10465.png,"TMQ,bx3;1P9"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Lao Sangam MN_48668.png,Psammocharid athermancy curly ardelia trifolium melalgia tivy?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Luminari_86568.png,Matamoro stonewall mollitude!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman_46350.png,!`kRR0NbT2eM
/Users/ganeshmarpuri/development/synthetic_image generation/output/Brush Script_90934.png,Quinize nonlaminated seminovel developoid dinothere chairmender?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Italic_48913.png,vintener
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Italic_51033.png,verbally
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_70075.png,"Y]""(&kM+}"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Chalkduster_43167.png,hgyo*_a;aYik@}
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Chancery_25023.png,Bryan
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleMyungjo_76502.png,Periconchal eurythmics quintius
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold Italic_60250.png,spookologist
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow_98056.png,splendor
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New_40383.png,L7s[O9v?a1\
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 3_63358.png,mythicism
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 2_85434.png,Xenorhynchus
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText_41520.png,finite
/Users/ganeshmarpuri/development/synthetic_image generation/output/Skia_44353.png,Defective chenevixite position provitamin
